,Size,EntryBar,ExitBar,EntryPrice,ExitPrice,SL,TP,PnL,Commission,ReturnPct,EntryTime,ExitTime,Duration,Tag
92,2,3402,3427,1070.090483648607,1187.6204474921133,1006.9211894188807,1183.4203959872557,230.5445058247311,4.515421862281441,0.10772196807070965,2009-04-25,2009-05-20,25 days,
93,1,3437,3438,1417.0037159083713,1382.355229853215,,1629.0156923912282,-37.44784500091794,2.799358945761586,-0.02642748539082838,2009-05-30,2009-05-31,1 days,
94,1,3444,3449,1483.930760369909,1388.9580482400318,1388.9580482400318,1614.5091198035313,-97.84560093848715,2.872888808609941,-0.06593676979517331,2009-06-06,2009-06-11,5 days,
95,-2,3484,3521,1167.848075803478,1012.6529682809844,1272.9941315878532,1016.9050249206047,306.02921295681824,4.361002088168925,0.1310226986272467,2009-07-16,2009-08-22,37 days,
96,-2,3624,3624,903.507299575219,903.507299575219,,759.8465743634495,-3.614029198300876,3.614029198300876,-0.002,2009-12-03,2009-12-03,0 days,
97,2,3681,3686,897.4443489515612,997.0614743149049,869.7281644578391,991.2033498234164,195.44523908015444,3.7890116465329324,0.10888989345605841,2010-01-29,2010-02-03,5 days,
98,2,3687,3692,1004.5968644059822,1124.953158455361,954.1760564863047,1106.359171206694,236.45348805303513,4.259100045722686,0.11768575855193908,2010-02-04,2010-02-09,5 days,
99,2,3693,3700,1161.2424884042064,1252.5516734430282,1071.8738702614241,1252.5287544712567,177.79078175394923,4.827588323694469,0.07655196202744516,2010-02-10,2010-02-17,7 days,
100,2,3705,3717,1274.4897282124437,1448.256997691587,1203.3002827018195,1394.4941153343282,342.08904550647867,5.445493451808062,0.13420627798479054,2010-02-22,2010-03-06,12 days,
101,1,3719,3732,1448.3996624889714,1374.2386173864525,,1627.1363686948405,-76.9836833823944,2.8226382798754237,-0.053150857029408236,2010-03-08,2010-03-21,13 days,
102,1,3770,3774,1574.8976305273998,1457.895804573752,,1675.0531918102736,-120.03461938874892,3.032793435101152,-0.0762174106189695,2010-04-28,2010-05-02,4 days,
103,-2,3781,3807,1311.7058598653684,1114.4292489865709,1390.1772233741895,1141.901483946256,389.7009515398912,4.852270217703879,0.14854738530324535,2010-05-09,2010-06-04,26 days,
104,-2,3811,3824,1146.912239619927,972.4307488353481,1197.665936881074,972.4307488353481,344.72429559224724,4.238685976910551,0.15028364145215012,2010-06-08,2010-06-21,13 days,
105,-2,3825,3828,1021.5385472409187,1033.803823260054,,884.4562476574167,-28.641236779272745,4.110684741001945,-0.014018676464353669,2010-06-22,2010-06-25,3 days,
106,-3,3875,3876,812.1554862083681,829.9052372351348,,695.867015741494,-58.175435250630656,4.926182170330509,-0.023876969471379055,2010-08-11,2010-08-12,1 days,
107,-3,3880,3893,793.6836213348289,666.8974924673086,832.4763321590003,686.1492437275382,375.9766432611546,4.381743341406413,0.15790365881929605,2010-08-16,2010-08-29,13 days,
108,-4,3958,3961,586.9779587183009,599.3380975417901,,512.1725181370615,-54.18581951899737,4.745264225040364,-0.02307830247890181,2010-11-02,2010-11-05,3 days,
109,-4,3992,4006,593.8423402707149,510.18105295546434,668.0626330464814,524.7216225508445,330.22905568809745,4.4160935729047175,0.1390221921265988,2010-12-06,2010-12-20,14 days,
110,-5,4008,4033,495.7986868805776,419.46446166772495,531.0990463880213,426.2571848362689,377.09481032152166,4.576315742741512,0.15211609885217467,2010-12-22,2011-01-16,25 days,
111,5,4070,4077,537.1869802244644,485.8390081076481,,583.2802241730592,-261.85499052574187,5.1151299416605625,-0.09749119028027277,2011-02-22,2011-03-01,7 days,
112,4,4105,4112,592.810057475533,663.9644078285643,562.4351416113093,648.3625866928646,279.59030355090886,5.027097861216388,0.1179088900505237,2011-03-29,2011-04-05,7 days,
113,4,4113,4119,640.6576020741794,622.9961617723707,,736.0937170762679,-75.70037626262115,5.054615055386201,-0.02954010692198735,2011-04-06,2011-04-12,6 days,
114,3,4138,4142,758.814858390435,823.7666111627774,706.0460999927809,814.1445062692667,190.10751390836754,4.747744408659638,0.0835107149024534,2011-05-01,2011-05-05,4 days,
115,3,4143,4145,832.2150808236673,758.4213430492086,,901.7711211642602,-226.1531225949947,4.771909271618628,-0.09058280237330175,2011-05-06,2011-05-08,2 days,
116,-4,4205,4220,623.4014097807669,498.0848335419258,680.2327060166408,515.8441210527675,496.78035998207383,4.485944973290771,0.1992217021761219,2011-07-07,2011-07-22,15 days,
117,-7,4276,4299,394.0535175109134,341.3874918733408,424.96303591271527,346.8445415499086,363.51409239731845,5.148087065689779,0.13178561368063438,2011-09-16,2011-10-09,23 days,
118,-10,4306,4349,286.6453170043386,235.65852214739058,314.13171422456196,239.02038872341126,504.64491017796297,5.223038391517292,0.17605203373000672,2011-10-16,2011-11-28,43 days,
119,-13,4351,4419,223.0820446369776,191.88806850981743,236.30117016919525,192.3278652250611,400.1270781821739,5.394611470908336,0.13797168689259678,2011-11-30,2012-02-06,68 days,
120,-17,4434,4439,177.4337716730044,189.6068301495124,,156.13958037138954,-213.18168433161884,6.239690230982786,-0.0706748155105493,2012-02-21,2012-02-26,5 days,
121,14,4465,4472,217.78094016308216,253.84779335142895,211.47681068600454,251.56031702794525,498.3331423676518,6.602802269203156,0.1634450858196189,2012-03-23,2012-03-30,7 days,
